$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,<Effort,<Months,<Defects,<Risks
2.83820349463,1.15536140166,0.807076148841,1.12936691075,3.66181365914,0.947061384274,5.22679761092,1.16945640202,1.07974899073,1.75090675089,2.41992308158,1.09916878936,4.31234772115,0.997227331363,0.966907344001,1.00681396981,1.0447130225,1.21486078656,5.72306917101,0.942860924919,0.787039330195,261.582417239,1.0728731114,4.97759049579,0.992460727719,2.78918626565,1.05732261591,1479.42518206,34.004164784,7039.63932127,0.0
5.09653954324,1.32022926234,0.877195245498,0.815387033497,6.97923445773,1.06962105923,1.25223680523,0.951901893858,1.00899707168,2.91596525511,6.33375750692,0.990619035948,3.91934365154,0.92424770742,0.883513532119,1.19032248483,1.01784915559,0.841784093409,3.7953005419,0.973135564426,0.968252461778,184.944991015,1.11966888889,1.64271513266,1.16330644763,5.05781188369,0.930592357081,3799.65655851,44.8681026582,42463.3309143,2.41286863271
5.73652948761,1.06508945512,1.53601420032,0.916412403463,6.83219916821,1.09423980379,2.97080835826,0.835343082035,1.101708973,5.99267711925,5.52776459004,1.14257430454,4.49905400294,0.846213435342,0.780900405842,1.39417268068,1.02723657,1.05356753459,5.19078786876,1.07560343371,0.796461698107,166.028226099,1.06547321661,5.86530265274,1.07094359056,2.71137176995,0.882915267126,506.302201349,16.8322599691,4265.89572429,6.16621983914
4.19833803298,1.2752599503,1.48393486828,0.816795996226,2.70336284483,0.996946136708,1.38837579955,1.1261786202,1.06422570419,4.25915149511,1.87343529018,1.00189175986,4.5614901906,1.26010146888,0.998258073306,1.16914981591,1.05885498474,0.858400714075,8.7996295077,1.11219921633,0.821100784365,140.68950971,1.18558117268,3.5489780125,0.966347499075,4.08924164657,1.29329165905,1559.54716373,24.6002712306,8857.6182352,4.28954423592
3.22540472329,1.33064894211,1.21623200299,0.812684032202,6.36424882,1.0028325048,2.39502648237,0.869669627817,0.954234828361,5.62234579082,7.02872273568,0.856981917543,2.56307715115,1.19004486813,0.782043083112,1.20568300551,1.07812451626,1.04393810767,4.22088176691,1.04785266945,0.764715089248,20.5364281095,0.890157143645,1.91878088374,1.01695749477,4.18253196952,0.991870066432,2051.59442766,49.1390547237,3562.82305989,0.0
4.78323549192,1.30411894402,0.7861329075,1.01464101117,2.52187025154,0.895973603974,4.13599658945,1.23050523825,0.976080347064,3.43701138051,5.64519148556,1.1642375716,2.84272946942,0.830301789679,1.0745389995,1.11933238514,1.00136548111,1.12662094126,9.3700119582,1.12263025631,0.848099989407,192.590659863,1.03017291554,5.75763408196,1.09742862392,4.42663525589,0.901794102027,4750.52423669,72.2079416021,38183.285895,3.21715817694
4.80405684938,1.1189347983,1.46846738963,1.2048571214,6.01439980155,0.854748782741,5.53815475628,0.876093405235,0.914958078892,4.9760641944,3.85670057519,1.19298173359,2.35153185694,0.827604627992,0.982965355994,1.60098728226,1.04794075463,0.998400871406,6.62385863543,1.14557650336,0.830716755445,37.9346722772,0.842026380847,3.53771791535,1.23239555267,4.70595117927,1.20426716147,3713.20756075,49.2363197546,24685.1625177,1.60857908847
3.44959514513,1.25154626568,1.47835622167,0.949878581777,3.92900310239,0.801671977994,1.56845233868,1.05316128244,1.13778973117,2.89897231276,5.68376784485,1.00682396054,3.80856964924,0.853566331892,0.871718343322,1.58243998533,1.00053278136,1.14573442408,5.98613181582,1.0630184369,0.771059695282,226.218698035,1.01829402455,4.01346381517,1.22498675253,1.62857091244,0.88051641121,3154.57599827,41.9040099546,29640.1662807,2.41286863271
4.9685245131,1.20553444904,1.03154076229,0.912437792017,7.04527724525,0.899919074446,5.64666741446,0.962213537164,0.978672848786,2.10193667657,6.92879407138,1.01878756829,4.00014534036,1.07010269624,1.08254926372,1.36412903776,1.14322311617,0.962919520232,3.6792828495,0.914481486886,0.773496005916,380.592041911,0.870530505327,2.88880615297,1.19232666741,5.44056016379,0.910303656232,357.499196622,21.9564448628,4996.1256284,2.14477211796
2.34937610779,1.2032035642,1.70760400312,1.16818621847,5.22883148466,1.0543873963,2.97701398804,1.08729596909,1.11996719512,3.86918297693,7.53668075253,1.0000457615,4.89793379774,1.169572302,1.07884523925,1.40646804489,1.12749223291,0.989967803083,7.98626397016,1.0056317746,0.828695998178,261.179276154,0.885496570334,2.29129653724,1.14186968208,1.23509199615,0.878870325345,399.744595913,30.610780913,3465.11924874,0.804289544236
3.85335841044,1.19210480061,1.070612907,0.947375116084,6.96257835539,0.745403462998,5.18486785636,1.03215521776,0.992187538044,4.24551049183,6.73897169079,1.1387041385,2.64372586722,1.12664043957,0.794486125787,1.29479362708,1.06583615563,0.829604203932,5.81992451068,1.11616182889,0.845523834577,9.0293100548,1.0814935031,1.82430365934,1.18723866476,1.85892398214,0.885005770709,1938.00323923,30.8946104733,18242.7720316,2.14477211796
5.26659083266,1.39111326946,1.00026468875,1.0129361927,7.02577317485,0.919393145382,1.54387494816,1.05853142504,0.969454982127,3.39418277791,6.35960183399,0.95799612781,2.15798734384,0.866612270117,0.99727969414,1.35378536035,1.01535397817,1.21410818289,4.03681965572,1.09621798352,0.820168786203,186.231818908,1.0577531866,3.95713927011,1.02149457948,1.321475782,0.999003412513,5936.14213702,56.0987836782,38383.4385388,2.68096514745
4.33147192725,1.35070371236,0.925752353011,0.847146537246,5.19402075374,0.929888636987,4.96213688368,0.986567837004,1.08920804166,2.5259187323,7.30168975365,0.956365315108,4.23310880803,1.16571939878,0.888982195364,1.49163666438,1.09085254174,0.881040991738,7.47290609453,0.952663713695,0.908917514664,357.150704442,0.900886467227,2.62918380165,1.11986993058,1.16922043332,0.897294437062,99.166539623,10.9363638496,2451.77532637,3.48525469169
5.81293251237,1.34044744289,1.00537157447,0.845275614393,2.14969425742,0.977889033053,5.30247734514,1.11613294745,0.941779347038,4.92473775316,2.78399277784,1.15490069973,3.65196490204,1.05696216583,0.802234055505,1.07966129261,1.05886997573,1.11845970115,5.06102445361,1.09616057956,0.847265624721,400.517723092,0.983815084508,3.41488084236,0.951662625199,2.85764882001,1.19596264389,2568.06098692,28.343894211,48833.5782864,4.02144772118
5.9416596865,1.41948125266,0.917623874261,1.17633612634,3.6740956576,0.835124011027,2.48402194559,1.1857694562,1.04832666347,2.63837178853,2.71215362698,0.847247012965,1.49526755658,1.13282507394,0.858770279696,1.3632710778,1.07825616898,1.20905568392,9.46788424693,1.06508137671,0.807209740457,359.904736929,1.07378280608,2.17452793946,1.14941110993,5.40770297196,1.10437368726,1526.03882544,27.1952072247,10327.1530408,0.0
3.79247320634,1.29386280049,1.19357719863,1.06568457647,5.40614077009,1.14166707922,1.27775340121,1.05199926192,0.907918397429,5.94192057788,4.72158495663,0.907628464743,3.89706278048,1.17058649314,0.794105826039,1.22143643575,1.02963997755,0.819532293641,5.74543967161,1.07428898152,0.777769216537,169.626959259,0.916832118144,2.65827808305,1.20588733144,3.33472720576,0.978666934793,1180.29354638,50.9227825881,17096.8106115,0.268096514745
4.0637722303,1.22804866975,1.22492160415,0.81790179195,3.9672232994,1.05888714629,5.57858504349,1.25627679334,0.971831531946,1.89368561186,7.20282824633,1.10936430424,3.82238911097,0.895518012322,0.877364136199,1.53455246714,1.00396525891,1.04777732555,6.42466226848,1.18001726963,0.990066079257,263.990955212,1.06789043298,3.34048560765,0.954583641727,4.1808448035,0.964779269887,1579.78123053,48.5834836818,16463.3420018,2.9490616622
4.53503884291,1.0721968834,1.27446677022,1.15419153686,6.12715356869,0.758253133007,1.73153092559,1.22074979293,0.995518649881,2.67894269514,2.01800222457,0.84342667471,4.98549823877,1.12153083051,1.03454187947,1.08366634687,1.1095090497,0.840803432229,8.25590950895,1.16306165461,0.961126547844,166.180184013,1.09898161772,2.33954342476,1.11981384771,4.62782418098,1.23920334753,5527.23712259,41.6729884924,11573.2345017,2.9490616622
1.74067699895,1.30727983391,1.28473667915,1.20277391154,2.28636785897,0.720189796588,5.82345711371,0.987350205342,1.0190577075,2.20314374588,6.56025500983,0.948915006867,1.41346392609,0.876502280129,0.865664297932,1.44938246355,1.09991861972,1.12620489424,4.20314374821,1.04398085851,0.786498766716,137.989762066,1.1340830728,2.03294596508,1.19695097883,2.68721744127,0.928508775364,156.582373189,13.8894922704,219.572067746,1.07238605898
2.05747792131,1.04680065458,1.15505723371,1.13059939385,6.60458551471,0.829192667745,3.13152345387,1.13403365044,1.03623905791,2.35699856293,3.79843000506,0.97562533014,3.27454798131,0.909511606122,0.89167455017,1.05721102942,1.15263304167,0.989671943706,7.44084674569,0.944277190172,0.762674914115,312.924936795,1.18730185842,5.17934048099,0.998117448202,4.87718993671,1.26689968922,924.600583811,39.6496263863,1216.94390559,1.07238605898
1.65854572145,1.07951268347,1.47991323798,0.834647147961,4.71754198109,1.13665969856,1.6587358168,1.07941014609,0.940581539255,1.84560802886,3.50798689321,0.843978556377,2.21742145249,1.18955428457,0.994443935131,1.22598093146,1.06312907015,1.05922153617,7.47304991031,0.959138626038,0.804581371124,90.2227714924,0.98438851703,2.5234215476,1.03625409337,5.40580126656,0.933708845206,1245.26126005,26.6543152747,18379.5416842,2.9490616622
1.68712046425,1.03889300086,1.49558702658,0.905177556004,3.25816083837,0.840351959474,5.30242963628,0.935279504979,0.956113337273,2.32030571283,2.15930684448,1.01232221924,1.95940895533,1.132661104,0.92069756224,1.44214923488,1.09669432615,0.89657948543,8.81582661595,1.17462269884,0.805877747007,135.474728077,0.879469107885,5.46869376146,1.13010676119,2.39251403248,1.17210033047,1436.31418334,34.1557059378,24564.3698258,2.14477211796
5.38470355734,1.03554439675,1.05471699559,0.838772013964,2.51827819646,1.15843786547,4.8354902575,1.15600981714,0.936894211012,2.83190478356,6.12914621466,1.13078437547,3.34405711908,0.946920126217,0.821949422503,1.59185174924,1.04238069776,0.912922303984,6.90089296083,0.992315379374,0.929592600904,301.200164682,1.15901184513,2.08881910781,1.08334874075,4.96821845704,1.09489888138,897.147098364,28.4814933999,4776.20625311,0.536193029491
1.53389974907,1.24013245,0.736197578407,1.15406746034,2.40010058625,1.16288408756,4.4875117039,0.919874873899,0.984591423292,5.17525977259,7.70237299089,1.18118073683,3.56496903112,0.834183309355,0.823733516787,1.26600770834,1.12164979305,0.960437279633,4.28294929485,1.07100889402,0.972553444946,10.9655106506,0.891414467633,4.67908681794,0.976505582191,5.25912397042,1.25779653639,2341.3028958,54.001879551,27996.5227819,1.34048257373
4.6684822583,1.27057204815,0.837992591899,1.19167826768,6.35372169428,1.04518846031,5.11111055605,1.11483455309,0.999701794789,3.38314972726,2.48978176129,0.866671307986,2.37853690188,1.01909328408,0.966122436584,1.58203607776,1.1613878618,1.03620879909,8.25099370466,1.04162366668,0.982229736551,7.32796201995,0.923364371411,4.62760147683,1.10726826505,4.32771702155,1.09628603229,2466.32021211,33.1163173323,28253.7135322,3.21715817694
2.05826642935,1.07586167026,0.809685731383,0.880629773553,5.91174268986,1.15538455806,3.14435133227,1.13271458089,0.966890802069,1.63903184013,5.20894154018,0.924810342038,3.97423956116,1.22321683704,1.07219251065,1.45596542584,1.16032254979,1.13041243122,8.80135500962,1.00381916145,0.952083388452,61.38703728,1.05253129584,2.84702984346,0.970371330629,1.52937738338,1.15616486362,2975.47706203,54.0206930774,9444.98733337,2.14477211796
